Symbol,Units,Security Type,IPO Date,Exchange,Market Cap,Meger Pending?,Close,Shares,Expiration,Yield*
FSNB,Fusion Acquisition Corp. II Class A,Common stocks,4/19/2021,New York Stock Exchange,"$488,000,000 ",N,9.79,"50,000,000",9/16/2021,-3.152%
DNAA,Social Capital Suvretta Holdings Corp. I - Class A,Common stocks,6/30/2021,NASDAQ Capital Market,"$252,810,400 ",Y,9.85,"25,640,000",11/27/2021,-3.169%
DNAC,Social Capital Suvretta Holdings Corp. III - Class A,Common stocks,6/30/2021,NASDAQ Capital Market,"$252,554,000 ",Y,9.85,"25,640,000",11/27/2021,-3.169%
PFDR,Pathfinder Acquisition Corporation Class A,Common stocks,4/9/2021,NASDAQ Capital Market,"$317,850,000 ",N,9.78,"32,500,000",9/6/2021,-3.176%
LHAA,Lerer Hippeau Acquisition Corp. - Class A,Common stocks,3/5/2021,NASDAQ Capital Market,"$223,777,213 ",N,9.75,"22,951,509",8/2/2021,-3.183%
JOFF,JOFF Fintech Acquisition Corp. Class A,Common stocks,3/29/2021,NASDAQ Capital Market,"$404,478,000 ",N,9.77,"41,400,000",8/26/2021,-3.186%
SDAC,Sustainable Development Acquisition I Corp. Class A,Common stocks,3/29/2021,NASDAQ Capital Market,"$308,976,250 ",N,9.77,"31,625,000",8/26/2021,-3.186%
RACB,Research Alliance Corp. II - Class A,Common stocks,3/18/2021,NASDAQ Capital Market,"$150,318,770 ",N,9.76,"15,449,000",8/15/2021,-3.196%
TWOA,two Class A,Common stocks,3/30/2021,New York Stock Exchange,"$215,587,263 ",N,9.77,"22,066,250",8/27/2021,-3.198%
KAII,Kismet Acquisition Two Corp. Class A,Common stocks,4/12/2021,NASDAQ Capital Market,"$224,480,000 ",N,9.78,"23,000,000",9/9/2021,-3.214%
NVSA,New Vista Acquisition Corp Class A,Common stocks,4/12/2021,NASDAQ Capital Market,"$269,652,000 ",N,9.78,"27,600,000",9/9/2021,-3.214%
IPVF,InterPrivate III Financial Partners Inc. Class A,Common stocks,4/25/2021,New York Stock Exchange,"$263,392,200 ",N,9.79,"26,767,500",9/22/2021,-3.231%
YTPG,TPG Pace Beneficial II Corp. Class A,Common stocks,4/14/2021,New York Stock Exchange,"$400,574,100 ",N,9.78,"41,000,000",9/11/2021,-3.239%
MBAC,M3-Brigade Acquisition II Corp. Class A,Common stocks,4/26/2021,New York Stock Exchange,"$391,600,000 ",N,9.79,"40,000,000",9/23/2021,-3.245%
SLAM,Slam Corp. - Class A,Common stocks,4/15/2021,NASDAQ Capital Market,"$563,500,000 ",N,9.78,"57,500,000",9/12/2021,-3.252%
DRAY,Macondray Capital Acquisition Corp. I Class A,Common stocks,8/19/2021,NASDAQ Capital Market,"$283,762,500 ",N,9.89,"28,750,000",1/16/2022,-3.255%
TSIB,Tishman Speyer Innovation Corp. II Class A,Common stocks,4/4/2021,NASDAQ Capital Market,"$293,100,000 ",N,9.77,"30,000,000",9/1/2021,-3.260%
BITE,Bite Acquisition Corp.,Common stocks,4/5/2021,New York Stock Exchange,"$250,502,800 ",N,9.77,"25,640,000",9/2/2021,-3.272%
CCVI,Churchill Capital Corp VI Class A,Common stocks,4/5/2021,New York Stock Exchange,"$539,204,640 ",N,9.77,"55,200,000",9/2/2021,-3.272%
SCLE,Broadscale Acquisition Corp. Class A,Common stocks,4/5/2021,NASDAQ Capital Market,"$337,065,000 ",N,9.77,"34,500,000",9/2/2021,-3.272%
ESM,ESM Acquisition Corporation Class A,Common stocks,4/30/2021,New York Stock Exchange,"$300,494,916 ",N,9.79,"30,694,067",9/27/2021,-3.300%
KVSA,Khosla Ventures Acquisition Co. - Class A,Common stocks,3/4/2021,NASDAQ Capital Market,"$346,034,598 ",N,9.74,"35,490,000",8/1/2021,-3.302%
ASZ,Austerlitz Acquisition Corporation II Class A,Common stocks,4/19/2021,New York Stock Exchange,"$1,349,640,000 ",N,9.78,"138,000,000",9/16/2021,-3.305%
IBER,Ibere Pharmaceuticals Class A,Common stocks,4/19/2021,New York Stock Exchange,"$134,964,000 ",N,9.78,"13,800,000",9/16/2021,-3.305%
CRZN,Corazon Capital V838 Monoceros Corp Class A,Common stocks,5/14/2021,NASDAQ Capital Market,"$199,723,020 ",N,9.8,"20,379,900",10/11/2021,-3.340%
PMGM,Priveterra Acquisition Corp. - Class A,Common stocks,4/11/2021,NASDAQ Capital Market,"$270,204,000 ",N,9.77,"27,600,000",9/8/2021,-3.350%
SPGS,"Simon Property Group Acquisition Holdings, Inc. Class A",Common stocks,4/12/2021,New York Stock Exchange,"$337,065,000 ",N,9.77,"34,500,000",9/9/2021,-3.363%
MIT,"Mason Industrial Technology, Inc. Class A",Common stocks,3/22/2021,New York Stock Exchange,"$486,500,000 ",N,9.75,"50,000,000",8/19/2021,-3.381%
WPCA,Warburg Pincus Capital Corporation IA Class A,Common stocks,4/25/2021,New York Stock Exchange,"$277,186,501 ",N,9.78,"28,342,178",9/22/2021,-3.388%
WPCB,Warburg Pincus Capital Corporation IB Class A,Common stocks,4/25/2021,New York Stock Exchange,"$536,677,500 ",N,9.78,"54,875,000",9/22/2021,-3.388%
HIII,Hudson Executive Investment Corp. III Class A,Common stocks,4/16/2021,NASDAQ Capital Market,"$586,200,000 ",N,9.77,"60,000,000",9/13/2021,-3.417%
SLAC,Social Leverage Acquisition Corp I Class A,Common stocks,4/5/2021,New York Stock Exchange,"$336,720,000 ",N,9.76,"34,500,000",9/2/2021,-3.418%
LDHA,LDH Growth Corp I - Class A,Common stocks,5/10/2021,NASDAQ Capital Market,"$225,170,000 ",N,9.79,"23,000,000",10/7/2021,-3.447%
TIOA,Tio Tech A Class A,Common stocks,6/1/2021,NASDAQ Capital Market,"$338,445,000 ",N,9.81,"34,500,000",10/29/2021,-3.452%
AUS,Austerlitz Acquisition Corporation I Class A,Common stocks,4/19/2021,New York Stock Exchange,"$674,130,000 ",N,9.77,"69,000,000",9/16/2021,-3.459%
FACT,Freedom Acquisition I Corp. Class A,Common stocks,4/19/2021,New York Stock Exchange,"$337,755,000 ",N,9.77,"34,500,000",9/16/2021,-3.459%
GSQB,G Squared Ascend II Inc. Class A,Common stocks,8/5/2021,New York Stock Exchange,"$86,541,640 ",N,9.87,"8,772,594",1/2/2022,-3.461%
PSAG,Property Solutions Acquisition Corporation II Class A,Common stocks,4/9/2021,NASDAQ Capital Market,"$240,140,774 ",N,9.76,"24,629,823",9/6/2021,-3.472%
ARRW,Arrowroot Acquisition Corp. Class A,Common stocks,4/22/2021,NASDAQ Capital Market,"$280,600,000 ",N,9.77,"28,750,000",9/19/2021,-3.502%
DHBC,DHB Capital Corp. Class A,Common stocks,4/22/2021,NASDAQ Capital Market,"$281,175,000 ",N,9.77,"28,750,000",9/19/2021,-3.502%
DHCA,DHC Acquisition Corp. Class A ordinary share,Common stocks,4/22/2021,NASDAQ Capital Market,"$302,023,903 ",N,9.77,"30,945,072",9/19/2021,-3.502%
LCAA,L Catterton Asia Acquisition Corp Class A,Common stocks,5/3/2021,NASDAQ Capital Market,"$280,778,565 ",N,9.78,"28,650,874",9/30/2021,-3.506%
NGC,Northern Genesis Acquisition Corp. III,Common stocks,5/14/2021,New York Stock Exchange,"$210,173,438 ",N,9.79,"21,556,250",10/11/2021,-3.510%
KIII,Kismet Acquisition Three Corp. Class A,Common stocks,4/12/2021,NASDAQ Capital Market,"$280,600,000 ",N,9.76,"28,750,000",9/9/2021,-3.513%
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,Common stocks,5/5/2021,NASDAQ Capital Market,"$312,193,581 ",N,9.78,"31,921,634",10/2/2021,-3.536%
MCAE,Mountain Crest Acquisition Corp. III,Common stocks,6/17/2021,NASDAQ Capital Market,"$69,226,132 ",Y,9.82,"7,051,084",11/14/2021,-3.548%
PUCK,Goal Acquisitions Corp.,Common stocks,3/25/2021,NASDAQ Capital Market,"$322,658,963 ",N,9.74,"33,161,250",8/22/2021,-3.559%
HERA,FTAC Hera Acquisition Corp. Class A,Common stocks,4/26/2021,NASDAQ Capital Market,"$850,652,015 ",N,9.77,"87,067,760",9/23/2021,-3.561%
CVII,Churchill Capital Corp VII Class A,Common stocks,4/5/2021,New York Stock Exchange,"$1,344,120,000 ",N,9.75,"138,000,000",9/2/2021,-3.564%
POND,Angel Pond Holdings Corporation Class A,Common stocks,7/9/2021,New York Stock Exchange,"$261,266,583 ",Y,9.84,"26,551,482",12/6/2021,-3.569%
COLI,Colicity Inc. Class A,Common stocks,4/16/2021,NASDAQ Capital Market,"$337,755,000 ",N,9.76,"34,500,000",9/13/2021,-3.570%
FLME,Flame Acquisition Corp. Class A,Common stocks,4/19/2021,New York Stock Exchange,"$280,887,500 ",N,9.76,"28,750,000",9/16/2021,-3.613%
AGGR,Agile Growth Corp. Class A,Common stocks,4/30/2021,NASDAQ Capital Market,"$302,870,000 ",N,9.77,"31,000,000",9/27/2021,-3.622%
LOKM,Live Oak Mobility Acquisition Corp. Class A,Common stocks,4/22/2021,New York Stock Exchange,"$246,928,000 ",N,9.76,"25,300,000",9/19/2021,-3.658%
OHPA,Orion Acquisition Corp. Class A,Common stocks,4/22/2021,NASDAQ Capital Market,"$404,064,000 ",N,9.76,"41,400,000",9/19/2021,-3.658%
GTPA,"Gores Technology Partners, Inc. Class A",Common stocks,5/3/2021,NASDAQ Capital Market,"$268,675,000 ",N,9.77,"27,500,000",9/30/2021,-3.669%
SPKB,Silver Spike Acquisition Corp II - Class A,Common stocks,5/3/2021,NASDAQ Capital Market,"$281,462,500 ",Y,9.77,"28,750,000",9/30/2021,-3.669%
MACC,Mission Advancement Corp. Class A,Common stocks,4/23/2021,New York Stock Exchange,"$337,410,000 ",N,9.76,"34,500,000",9/20/2021,-3.673%
GWII,Good Works II Acquisition Corp.,Common stocks,8/23/2021,NASDAQ Capital Market,"$291,060,000 ",N,9.88,"29,400,000",1/20/2022,-3.674%
VELO,Velocity Acquisition Corp. - Class A,Common stocks,4/15/2021,NASDAQ Capital Market,"$224,480,000 ",N,9.75,"23,000,000",9/12/2021,-3.707%
FZT,FAST Acquisition Corp. II Class A,Common stocks,5/6/2021,New York Stock Exchange,"$216,556,111 ",N,9.77,"22,233,687",10/3/2021,-3.717%
ACAH,Atlantic Coastal Acquisition Corp. - Class A,Common stocks,4/26/2021,NASDAQ Capital Market,"$336,375,000 ",N,9.76,"34,500,000",9/23/2021,-3.720%
FRSG,First Reserve Sustainable Growth Corp. - Class A,Common stocks,4/26/2021,NASDAQ Capital Market,"$216,878,561 ",Y,9.76,"22,243,955",9/23/2021,-3.720%
IPVI,InterPrivate IV InfraTech Partners Inc. Class A,Common stocks,4/26/2021,NASDAQ Capital Market,"$280,600,000 ",N,9.76,"28,750,000",9/23/2021,-3.720%
RXRA,RXR Acquisition Corp. Class A,Common stocks,4/26/2021,NASDAQ Capital Market,"$337,755,000 ",N,9.76,"34,500,000",9/23/2021,-3.720%
PDOT,Peridot Acquisition Corp. II Class A,Common stocks,4/29/2021,New York Stock Exchange,"$399,060,301 ",N,9.76,"40,845,476",9/26/2021,-3.767%
KCGI,Kensington Capital Acquisition Corp. V Class A,Common stocks,10/4/2021,New York Stock Exchange,"$273,516,000 ",N,9.92,"27,600,000",3/3/2022,-3.770%
CLAA,Colonnade Acquisition Corp. II Class A,Common stocks,4/30/2021,New York Stock Exchange,"$322,410,000 ",N,9.76,"33,000,000",9/27/2021,-3.783%
DTOC,Digital Transformation Opportunities Corp. Class A,Common stocks,4/30/2021,NASDAQ Capital Market,"$325,496,000 ",N,9.76,"33,350,000",9/27/2021,-3.783%
FRXB,Forest Road Acquisition Corp. II Class A,Common stocks,4/30/2021,New York Stock Exchange,"$342,300,000 ",N,9.76,"35,000,000",9/27/2021,-3.783%
ANZU,Anzu Special Acquisition Corp I Class A,Common stocks,4/22/2021,NASDAQ Capital Market,"$414,375,000 ",N,9.75,"42,500,000",9/19/2021,-3.814%
NSTD,Northern Star Investment Corp. IV Class A,Common stocks,4/22/2021,New York Stock Exchange,"$390,000,000 ",N,9.75,"40,000,000",9/19/2021,-3.814%
FRON,Frontier Acquisition Corp. Class A,Common stocks,5/2/2021,NASDAQ Capital Market,"$230,921,600 ",N,9.76,"23,660,000",9/29/2021,-3.816%
KVSC,Khosla Ventures Acquisition Co. III Class A,Common stocks,3/24/2021,NASDAQ Capital Market,"$560,818,771 ",N,9.72,"57,756,825",8/21/2021,-3.827%
GTPB,"Gores Technology Partners II, Inc. Class A",Common stocks,5/3/2021,NASDAQ Capital Market,"$448,500,000 ",N,9.76,"46,000,000",9/30/2021,-3.832%
STRE,"Supernova Partners Acquisition Company III, Ltd. Class A",Common stocks,5/13/2021,New York Stock Exchange,"$274,430,179 ",N,9.77,"28,103,449",10/10/2021,-3.835%
MTRY,Monterey Bio Acquisition Corporation,Common stocks,11/22/2021,NASDAQ Global Market,"$143,318,750 ",N,9.97,"14,375,000",4/21/2022,-3.869%
KAHC,KKR Acquisition Holdings I Corp. Class A,Common stocks,5/7/2021,New York Stock Exchange,"$1,348,260,000 ",N,9.76,"138,000,000",10/4/2021,-3.900%
MSDA,MSD Acquisition Corp. Class A,Common stocks,5/17/2021,NASDAQ Capital Market,"$563,500,000 ",N,9.77,"57,500,000",10/14/2021,-3.905%
ATVC,Tribe Capital Growth Corp I - Class A,Common stocks,5/18/2021,NASDAQ Capital Market,"$269,652,000 ",N,9.77,"27,600,000",10/15/2021,-3.924%
FRW,PWP Forward Acquisition Corp. I Class A,Common stocks,4/30/2021,NASDAQ Capital Market,"$206,343,472 ",N,9.75,"21,163,433",9/27/2021,-3.945%
SBII,Sandbridge X2 Corp. Class A,Common stocks,4/30/2021,New York Stock Exchange,"$232,937,116 ",N,9.75,"23,817,701",9/27/2021,-3.945%
LVRA,Levere Holdings Corp. Class A,Common stocks,5/10/2021,NASDAQ Capital Market,"$264,774,472 ",N,9.76,"27,128,532",10/7/2021,-3.952%
NDAC,NightDragon Acquisition Corp. Class A,Common stocks,4/22/2021,NASDAQ Capital Market,"$346,110,900 ",N,9.74,"35,535,000",9/19/2021,-3.971%
SCAQ,Stratim Cloud Acquisition Corp. Class A,Common stocks,5/3/2021,NASDAQ Capital Market,"$243,750,000 ",N,9.75,"25,000,000",9/30/2021,-3.996%
LEGA,"Lead Edge Growth Opportunities, Ltd Class A",Common stocks,5/13/2021,NASDAQ Capital Market,"$243,200,031 ",N,9.76,"24,918,036",10/10/2021,-4.006%
RKTA,Rocket Internet Growth Opportunities Corp. Class A,Common stocks,5/13/2021,New York Stock Exchange,"$260,592,000 ",N,9.76,"26,700,000",10/10/2021,-4.006%
IPVA,InterPrivate II Acquisition Corp. Class A,Common stocks,4/25/2021,New York Stock Exchange,"$254,231,250 ",N,9.74,"26,075,000",9/22/2021,-4.021%
BNIX,Bannix Acquisition Corp.,Common stocks,10/27/2021,NASDAQ Capital Market,"$93,674,560 ",N,9.94,"9,424,000",3/26/2022,-4.024%
NBST,Newbury Street Acquisition Corporation,Common stocks,4/16/2021,NASDAQ Capital Market,"$161,786,078 ",N,9.73,"16,661,800",9/13/2021,-4.028%
BGSX,Build Acquisition Corp. Class A,Common stocks,5/6/2021,New York Stock Exchange,"$195,200,000 ",N,9.75,"20,000,000",10/3/2021,-4.049%
FVIV,Fortress Value Acquisition Corp. IV Class A,Common stocks,5/6/2021,New York Stock Exchange,"$634,400,000 ",N,9.75,"65,000,000",10/3/2021,-4.049%
TETC,Tech and Energy Transition Corporation Class A,Common stocks,5/7/2021,NASDAQ Capital Market,"$375,375,000 ",N,9.75,"38,500,000",10/4/2021,-4.066%
BYTS,BYTE Acquisition Corp. Class A,Common stocks,5/9/2021,NASDAQ Capital Market,"$326,978,667 ",N,9.75,"33,399,251",10/6/2021,-4.103%
GXII,GX Acquisition Corp. II Class A,Common stocks,5/9/2021,NASDAQ Capital Market,"$292,950,000 ",N,9.75,"30,000,000",10/6/2021,-4.103%
FTEV,FinTech Evolution Acquisition Group Class A,Common stocks,4/21/2021,New York Stock Exchange,"$268,619,548 ",N,9.73,"27,410,158",9/18/2021,-4.111%
TSPQ,TCW Special Purpose Acquisition Corp. Class A,Common stocks,4/21/2021,New York Stock Exchange,"$451,406,799 ",N,9.73,"46,393,299",9/18/2021,-4.111%
AAQC,Accelerate Acquisition Corp. Class A,Common stocks,5/10/2021,New York Stock Exchange,"$389,600,000 ",N,9.75,"40,000,000",10/7/2021,-4.121%
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A,Common stocks,5/10/2021,NASDAQ Capital Market,"$433,139,563 ",N,9.75,"44,470,181",10/7/2021,-4.121%
EBAC,European Biotech Acquisition Corp. - Class A,Common stocks,5/11/2021,NASDAQ Capital Market,"$128,796,330 ",N,9.75,"13,209,880",10/8/2021,-4.139%
FMIV,Forum Merger IV Corporation Class A,Common stocks,5/13/2021,NASDAQ Capital Market,"$337,038,470 ",N,9.75,"34,603,539",10/10/2021,-4.177%
TBSA,TB SA Acquisition Corp Class A Ordinary Share,Common stocks,5/13/2021,NASDAQ Capital Market,"$195,400,000 ",N,9.75,"20,000,000",10/10/2021,-4.177%
TCVA,TCV Acquisition Corp. Class A,Common stocks,4/7/2021,NASDAQ Capital Market,"$399,903,000 ",N,9.71,"41,100,000",9/4/2021,-4.184%
WINV,WinVest Acquisition Corp.,Common stocks,10/4/2021,NASDAQ Capital Market,"$142,456,250 ",N,9.91,"14,375,000",3/3/2022,-4.246%
PTOC,Pine Technology Acquisition Corp. Class A,Common stocks,5/3/2021,NASDAQ Capital Market,"$335,685,000 ",N,9.73,"34,500,000",9/30/2021,-4.325%
GLHA,Glass Houses Acquisition Corp. - Class A,Common stocks,5/13/2021,NASDAQ Capital Market,"$214,520,161 ",N,9.74,"22,047,293",10/10/2021,-4.348%
AVHI,Achari Ventures Holdings Corp. I,Common stocks,11/17/2021,NASDAQ Global Market,"$124,500,000 ",N,9.96,"12,500,000",4/16/2022,-4.381%
IACC,ION Acquisition Corp 3 Ltd. Class A,Common stocks,4/30/2021,New York Stock Exchange,"$253,264,320 ",N,9.72,"26,056,000",9/27/2021,-4.432%
LGV,Longview Acquisition Corp. II Class A,Common stocks,5/10/2021,New York Stock Exchange,"$672,750,000 ",N,9.73,"69,000,000",10/7/2021,-4.460%
DCRD,Decarbonization Plus Acquisition Corporation IV Class A,Common stocks,10/1/2021,NASDAQ Capital Market,"$312,455,000 ",N,9.9,"31,625,000",2/28/2022,-4.545%
GAMC,Golden Arrow Merger Corp. Class A,Common stocks,5/6/2021,NASDAQ Capital Market,"$279,450,000 ",N,9.72,"28,750,000",10/3/2021,-4.548%
FTVI,FinTech Acquisition Corp. VI Class A,Common stocks,8/16/2021,NASDAQ Capital Market,"$252,275,800 ",N,9.84,"25,690,000",1/13/2022,-4.646%
ORIA,Orion Biotech Opportunities Corp. - Class A,Common stocks,7/2/2021,NASDAQ Capital Market,"$195,800,000 ",N,9.78,"20,000,000",11/29/2021,-4.736%
FWAC,Fifth Wall Acquisition Corp. III Class A,Common stocks,5/19/2021,NASDAQ Capital Market,"$276,968,250 ",N,9.72,"28,407,000",10/16/2021,-4.823%
RVAC,Riverview Acquisition Corp. Class A,Common stocks,9/28/2021,NASDAQ Capital Market,"$246,875,000 ",Y,9.89,"25,000,000",2/25/2022,-4.824%
RONI,Rice Acquisition Corp. II Class A,Common stocks,8/6/2021,New York Stock Exchange,"$338,469,525 ",N,9.82,"34,502,500",1/3/2022,-4.852%
WQGA,World Quantum Growth Acquisition Corp. Class A,Common stocks,10/1/2021,New York Stock Exchange,"$201,706,550 ",N,9.89,"20,395,000",2/28/2022,-5.005%
CHWA,CHW Acquisition Corporation,Common stocks,9/24/2021,NASDAQ Capital Market,"$154,992,500 ",Y,9.88,"15,687,500",2/21/2022,-5.026%
OSI,Osiris Acquisition Corp. Class A,Common stocks,7/6/2021,New York Stock Exchange,"$224,250,000 ",N,9.77,"23,000,000",12/3/2021,-5.075%
ROSE,Rose Hill Acquisition Corporation Class A,Common stocks,12/6/2021,NASDAQ Global Market,"$125,000,000 ",N,9.98,"12,500,000",5/5/2022,-5.153%
DILA,DILA Capital Acquisition Corp. Class A,Common stocks,8/4/2021,NASDAQ Capital Market,"$59,995,404 ",N,9.8,"6,121,980",1/1/2022,-5.324%
BSKY,"Big Sky Growth Partners, Inc. Class A",Common stocks,6/18/2021,NASDAQ Capital Market,"$291,600,000 ",N,9.73,"30,000,000",11/15/2021,-5.400%
ARGU,Argus Capital Corp. Class A,Common stocks,11/12/2021,NASDAQ Global Market,"$302,921,500 ",N,9.94,"30,475,000",4/11/2022,-5.719%
VLAT,Valor Latitude Acquisition Corp. Class A,Common stocks,6/23/2021,NASDAQ Capital Market,"$223,790,000 ",N,9.72,"23,000,000",11/20/2021,-5.761%
FLAG,"First Light Acquisition Group, Inc. Class A",Common stocks,11/1/2021,New York Stock Exchange,"$228,160,000 ",N,9.92,"23,000,000",3/31/2022,-5.925%
BRIV,B. Riley Principal 250 Merger Corp. Class A,Common stocks,6/28/2021,NASDAQ Capital Market,"$173,145,000 ",N,9.72,"17,850,000",11/25/2021,-5.926%
SHQA,Shelter Acquisition Corporation I - Class A,Common stocks,8/20/2021,NASDAQ Capital Market,"$217,214,491 ",N,9.8,"22,164,744",1/17/2022,-6.022%
SKYA,Skydeck Acquisition Corp. Class A,Common stocks,7/9/2021,NASDAQ Capital Market,"$215,009,831 ",N,9.73,"22,165,962",12/6/2021,-6.091%
SWSS,Springwater Special Situations Corp.,Common stocks,9/23/2021,NASDAQ Capital Market,"$221,446,114 ",N,9.85,"22,481,839",2/20/2022,-6.230%
CPAR,Catalyst Partners Acquisition Corp. - Class A,Common stocks,7/14/2021,NASDAQ Capital Market,"$336,211,590 ",N,9.72,"34,603,910",12/11/2021,-6.522%
THCP,"Thunder Bridge Capital Partners IV, Inc. Class A",Common stocks,8/20/2021,NASDAQ Global Market,"$238,391,240 ",Y,9.78,"24,300,840",1/17/2022,-6.638%
CLBR,Colombier Acquisition Corp. Class A,Common stocks,7/7/2021,New York Stock Exchange,"$167,152,500 ",N,9.7,"17,250,000",12/4/2021,-6.707%
GOBI,Gobi Acquisition Corp. - Class A,Common stocks,6/29/2021,NASDAQ Capital Market,"$250,260,796 ",N,9.68,"25,853,388",11/26/2021,-6.840%
DNAB,Social Capital Suvretta Holdings Corp. II Class A,Common stocks,6/24/2021,NASDAQ Capital Market,"$247,938,800 ",N,9.67,"25,640,000",11/21/2021,-6.863%
EGGF,EG Acquisition Corp. Class A,Common stocks,7/16/2021,New York Stock Exchange,"$218,250,000 ",N,9.7,"22,500,000",12/13/2021,-7.092%
PSPC,Post Holdings Partnering Corporation Series A,Common stocks,7/16/2021,New York Stock Exchange,"$345,223,000 ",N,9.7,"35,590,000",12/13/2021,-7.092%
BLNG,Belong Acquisition Corp. Class A,Common stocks,9/13/2021,NASDAQ Capital Market,"$151,977,500 ",N,9.81,"15,500,000",2/10/2022,-7.115%
GVCI,Green Visor Financial Technology Acquisition Corp. I Class A,Common stocks,12/30/2021,NASDAQ Global Market,"$200,500,200 ",N,10.02,"20,010,000",5/29/2022,-7.186%
HTAQ,Hunt Companies Acquisition Corp. I,Common stocks,12/30/2021,New York Stock Exchange,"$230,460,000 ",N,10.02,"23,000,000",5/29/2022,-7.186%
ARYE,ARYA Sciences Acquisition Corp V - Class A,Common stocks,7/13/2021,NASDAQ Capital Market,"$149,700,810 ",N,9.69,"15,449,000",12/10/2021,-7.198%
GFOR,Graf Acquisition Corp. IV,Common stocks,7/12/2021,New York Stock Exchange,"$207,663,830 ",N,9.68,"21,452,875",12/9/2021,-7.392%
ALCC,AltC Acquisition Corp. Class A,Common stocks,7/8/2021,New York Stock Exchange,"$498,036,000 ",N,9.67,"51,450,000",12/5/2021,-7.446%
EOCW,Elliott Opportunity II Corp. Class A,Common stocks,8/19/2021,New York Stock Exchange,"$591,215,000 ",N,9.75,"60,950,000",1/16/2022,-7.505%
CORS,Corsair Partnering Corporation Class A,Common stocks,8/23/2021,New York Stock Exchange,"$273,877,500 ",N,9.75,"28,090,000",1/20/2022,-7.757%
LITT,Logistics Innovation Technologies Corp. - Class A,Common stocks,8/4/2021,NASDAQ Global Market,"$330,669,227 ",N,9.7,"34,089,611",1/1/2022,-8.068%
HCNE,Jaws Hurricane Acquisition Corp. Class A,Common stocks,8/2/2021,NASDAQ Capital Market,"$306,446,250 ",N,9.69,"31,625,000",12/30/2021,-8.226%
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,Common stocks,8/9/2021,NASDAQ Capital Market,"$267,720,000 ",N,9.7,"27,600,000",1/6/2022,-8.371%
GMBT,Queens Gambit Growth Capital Class A Ordinary Share,Common stocks,3/14/2021,NASDAQ Capital Market,$0 ,Y,9.38,"34,500,000",8/11/2021,-8.468%
SMIH,Summit Healthcare Acquisition Corp. Class A,Common stocks,7/30/2021,NASDAQ Capital Market,"$193,600,000 ",N,9.67,"20,000,000",12/27/2021,-8.591%
BMAC,Black Mountain Acquisition Corp. Class A,Common stocks,11/12/2021,New York Stock Exchange,"$273,378,000 ",N,9.91,"27,600,000",4/11/2022,-8.604%
GIAC,Gesher I Acquisition Corp. Class A,Common stocks,11/9/2021,NASDAQ Global Market,"$144,292,500 ",N,9.9,"14,575,000",4/8/2022,-8.869%
DALS,DA32 Life Science Tech Acquisition Corp.,Common stocks,7/28/2021,NASDAQ Capital Market,"$200,511,500 ",N,9.65,"20,650,000",12/25/2021,-9.005%
MTAL,Metals Acquisition Corp Class A,Common stocks,9/19/2021,New York Stock Exchange,"$259,049,401 ",N,9.76,"26,514,780",2/16/2022,-9.622%
FICV,Frontier Investment Corp Class A,Common stocks,8/23/2021,NASDAQ Capital Market,"$193,600,000 ",N,9.68,"20,000,000",1/20/2022,-10.001%
ACRO,Acropolis Infrastructure Acquisition Corp. Class A,Common stocks,8/30/2021,New York Stock Exchange,"$334,305,000 ",N,9.69,"34,500,000",1/27/2022,-10.283%
XPAX,XPAC Acquisition Corp. Class A,Common stocks,9/20/2021,NASDAQ Capital Market,"$213,681,805 ",N,9.74,"21,961,131",2/17/2022,-10.560%
AVAC,Avalon Acquisition Inc. - Class A,Common stocks,12/3/2021,NASDAQ Global Market,"$207,509,738 ",N,9.95,"20,855,250",5/2/2022,-10.641%
BMAQ,Blockchain Moon Acquisition Corp.,Common stocks,11/4/2021,NASDAQ Global Market,"$146,240,829 ",N,9.86,"14,805,000",4/3/2022,-11.112%
BNNR,Banner Acquisition Corp. Class A,Common stocks,10/29/2021,NASDAQ Capital Market,"$154,488,000 ",N,9.84,"15,700,000",3/28/2022,-11.257%
SIER,Sierra Lake Acquisition Corp. Class A,Common stocks,11/5/2021,NASDAQ Capital Market,"$295,800,000 ",N,9.86,"30,000,000",4/4/2022,-11.359%
PRBM,Parabellum Acquisition Corp. Class A,Common stocks,10/26/2021,New York Stock Exchange,"$141,665,625 ",N,9.82,"14,375,000",3/25/2022,-11.998%
TRTL,TortoiseEcofin Acquisition Corp. III Class A,Common stocks,9/9/2021,New York Stock Exchange,"$333,615,000 ",N,9.67,"34,500,000",2/6/2022,-12.045%
BSAQ,Black Spade Acquisition Co Class A,Common stocks,9/7/2021,New York Stock Exchange,"$163,930,000 ",N,9.65,"16,900,000",2/4/2022,-12.555%
TWCB,Bilander Acquisition Corp. - Class A,Common stocks,9/8/2021,NASDAQ Capital Market,"$162,617,921 ",N,9.64,"16,851,598",2/5/2022,-13.052%
TPBA,TPB Acquisition Corporation I Class A,Common stocks,10/1/2021,NASDAQ Capital Market,"$175,132,463 ",N,9.71,"18,036,299",2/28/2022,-13.440%
CCAI,Cascadia Acquisition Corp. Class A,Common stocks,10/18/2021,NASDAQ Global Market,"$146,550,000 ",N,9.77,"15,000,000",3/17/2022,-13.452%
